stable_id,identifier,display_code,english_name,chinese_name,record_status,canonical_identifier,source_class,material_category,source_menu,source_menu_visible,main_menu_policy,current_rc9_entry,target_entry,periodic_atomic_numbers,periodic_symbols,periodic_relation_groups,duplicate_concept,module,module_disable_behavior,save_compatibility,description_coverage,source_mod,source_commit,source_file,license,relation_provenance,confidence,notes
441,OMNI_PT_CF,CALF,Californium,锎,canonical,OMNI_PT_CF,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,98,Cf,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/CF.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded neutron-source and fission-proxy implementation.
442,OMNI_PT_ES,EINS,Einsteinium,锿,canonical,OMNI_PT_ES,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,99,Es,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/ES.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated einsteinium gameplay implementation.
443,OMNI_PT_FM,FERM,Fermium,镄,canonical,OMNI_PT_FM,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,100,Fm,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/FM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated fermium gameplay implementation.
444,OMNI_PT_MD,MEND,Mendelevium,钔,canonical,OMNI_PT_MD,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,101,Md,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/MD.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated mendelevium gameplay implementation.
445,OMNI_PT_NO,NOBE,Nobelium,锘,canonical,OMNI_PT_NO,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,102,No,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/NO.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated nobelium gameplay implementation.
446,OMNI_PT_LR,LAWR,Lawrencium,铹,canonical,OMNI_PT_LR,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,103,Lr,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/LR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated late-actinide implementation linked to the bounded superheavy chain.
447,OMNI_PT_RF,RFTM,Rutherfordium,𬬻,canonical,OMNI_PT_RF,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,104,Rf,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/RF.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
448,OMNI_PT_DB,DUBN,Dubnium,𬭊,canonical,OMNI_PT_DB,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,105,Db,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/DB.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
449,OMNI_PT_SG,SEAB,Seaborgium,𬭳,canonical,OMNI_PT_SG,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,106,Sg,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/SG.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
450,OMNI_PT_BH,BOHR,Bohrium,𬭛,canonical,OMNI_PT_BH,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,107,Bh,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/BH.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
451,OMNI_PT_HS,HASS,Hassium,𬭶,canonical,OMNI_PT_HS,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,108,Hs,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/HS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
452,OMNI_PT_MT,MEIT,Meitnerium,鿏,canonical,OMNI_PT_MT,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,109,Mt,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/MT.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
453,OMNI_PT_DS,DARM,Darmstadtium,𫟼,canonical,OMNI_PT_DS,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,110,Ds,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/DS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
454,OMNI_PT_RG,ROEN,Roentgenium,𬬭,canonical,OMNI_PT_RG,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,111,Rg,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/RG.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy transition-metal implementation.
455,OMNI_PT_CN,COPE,Copernicium,鿔,canonical,OMNI_PT_CN,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,112,Cn,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,518dd9a4d5cbb874281635f7e7552b1ce14050ee,src/simulation/elements/CN.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated volatile superheavy implementation.
456,OMNI_PT_NH,NIHO,Nihonium,鿭,canonical,OMNI_PT_NH,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,113,Nh,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,5d9b99471590428e6430e9070c25a0907710c222,src/simulation/elements/NH.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy implementation; decay timing is explicitly game-scaled rather than scientific.
457,OMNI_PT_FL,FLER,Flerovium,𫓧,canonical,OMNI_PT_FL,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,114,Fl,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,de91bbb67b2faef85ed178444a52a7b148328136,src/simulation/elements/FL.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy implementation; decay timing is explicitly game-scaled rather than scientific.
458,OMNI_PT_MC,MOSC,Moscovium,镆,canonical,OMNI_PT_MC,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,115,Mc,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,2eeab9f39b503e580b259ac6897dc9e177e5244c,src/simulation/elements/MC.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy implementation with a bounded two-stage compressed decay chain.
459,OMNI_PT_LV,LIVE,Livermorium,𫟷,canonical,OMNI_PT_LV,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,116,Lv,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,3c3c623a12c2f17374db26c067d454787ecbd7ae,src/simulation/elements/LV.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy implementation with a bounded compressed decay chain through flerovium.
460,OMNI_PT_TS,TENN,Tennessine,鿬,canonical,OMNI_PT_TS,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,117,Ts,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8066533aea4bc4a5d6ae73c5d776d56fabf84eb6,src/simulation/elements/TS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated superheavy implementation with a bounded compressed decay chain through moscovium.
461,OMNI_PT_OG,OGAN,Oganesson,鿫,canonical,OMNI_PT_OG,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,118,Og,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,21b160a5bd25df266c6f82528eb12f3103b39b03,src/simulation/elements/OG.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation using the shared bounded noble-gas update.
462,OMNI_PT_HCLA,HCLA,Hydrochloric acid,盐酸,canonical,OMNI_PT_HCLA,omnipack_material,acid,SC_LIQUID,true,periodic_only,periodic_table,periodic_table,1|17,H|Cl,acid,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/HCLA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original data-driven inorganic acid implementation with a shared bounded local reaction budget.
463,OMNI_PT_SULA,SULA,Sulfuric acid,硫酸,canonical,OMNI_PT_SULA,omnipack_material,acid,SC_LIQUID,true,periodic_only,periodic_table,periodic_table,1|8|16,H|O|S,acid,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/SULA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original data-driven sulfuric-acid implementation with bounded copper oxidation.
464,OMNI_PT_NITA,NITA,Nitric acid,硝酸,canonical,OMNI_PT_NITA,omnipack_material,acid,SC_LIQUID,true,periodic_only,periodic_table,periodic_table,1|7|8,H|N|O,acid,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/NITA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original data-driven oxidising-acid implementation with bounded nitrogen oxide products.
465,OMNI_PT_PHOA,PHOA,Phosphoric acid,磷酸,canonical,OMNI_PT_PHOA,omnipack_material,acid,SC_LIQUID,true,periodic_only,periodic_table,periodic_table,1|8|15,H|O|P,acid,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/PHOA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original data-driven weak-acid fertilizer integration.
466,OMNI_PT_HYFA,HYFA,Hydrofluoric acid,氢氟酸,canonical,OMNI_PT_HYFA,omnipack_material,acid,SC_LIQUID,true,periodic_only,periodic_table,periodic_table,1|9,H|F,acid,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/HYFA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded glass-corrosion implementation using generic safe proxies.
467,OMNI_PT_NAOH,NAOH,Sodium hydroxide,氢氧化钠,canonical,OMNI_PT_NAOH,omnipack_material,hydroxide,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,1|8|11,H|O|Na,hydroxide,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/NAOH.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original data-driven strong-base implementation with bounded carbonation and amphoteric chemistry.
468,OMNI_PT_KOH,PTOH,Potassium hydroxide,氢氧化钾,canonical,OMNI_PT_KOH,omnipack_material,hydroxide,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,1|8|19,H|O|K,hydroxide,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/KOH.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original data-driven strong-base implementation with bounded nitrate and amphoteric routes.
469,OMNI_PT_CAOH,CAOH,Calcium hydroxide,氢氧化钙,canonical,OMNI_PT_CAOH,omnipack_material,hydroxide,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,1|8|20,H|O|Ca,hydroxide,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/CAOH.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded lime hydration carbonation and decomposition loop.
470,OMNI_PT_KNIT,KNIT,Potassium nitrate,硝酸钾,canonical,OMNI_PT_KNIT,omnipack_material,salt,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,7|8|19,N|O|K,salt,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/KNIT.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original game-scale oxidiser behavior without real manufacturing instructions or exact ratios.
471,OMNI_PT_CUSF,CUSF,Copper sulfate,硫酸铜,canonical,OMNI_PT_CUSF,omnipack_material,salt,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,8|16|29,O|S|Cu,salt,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/CUSF.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded sulfate production and iron displacement implementation.
472,OMNI_PT_CACO,CACO,Calcium carbonate,碳酸钙,canonical,OMNI_PT_CACO,omnipack_material,salt,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,6|8|20,C|O|Ca,salt,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/CACO.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded carbonate acid and calcination loop.
473,OMNI_PT_NABC,NABC,Sodium bicarbonate,碳酸氢钠,canonical,OMNI_PT_NABC,omnipack_material,salt,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,1|6|8|11,H|C|O|Na,salt,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/NABC.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded bicarbonate carbonation neutralisation and thermal decomposition behavior.
474,OMNI_PT_COMO,COMO,Carbon monoxide,一氧化碳,canonical,OMNI_PT_COMO,omnipack_material,oxide,SC_GAS,true,periodic_only,periodic_table,periodic_table,6|8,C|O,oxide,canonical,chemistry,disabled_blocks_selection_and_updates;loaded_particles_preserved,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8abe277e1cac49bac4654da89c5271c19bf1e827,src/simulation/elements/COMO.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original bounded toxic-gas oxidation implementation.
